"","Year","Date","BigBioPlot","PlantSpNum","Plot","Treatment","Species","Mass.g.m.2.","Planted"
"316",2018,"8/1/2018",29,1,4,"SoilDrenchFungicide","Real weeds",52.5,"weed"
"317",2023,NA,29,1,4,"SoilDrenchFungicide","Lespedeza capitata",106.7,"planted"
"318",2010,"8/23/2010",29,1,4,"SoilDrenchFungicide","Taraxacum officinale",6,"weed"
"319",2023,NA,29,1,4,"SoilDrenchFungicide","Miscellaneous litter",18.5,"weed"
"320",2022,NA,29,1,4,"SoilDrenchFungicide","Real weeds",56.9,"weed"
"321",2010,"8/23/2010",29,1,4,"SoilDrenchFungicide","Aristida basiramea",3.3,"weed"
"322",2017,"8/1/2017",29,1,4,"SoilDrenchFungicide","Real weeds",54.9,"weed"
"323",2013,"8/20/2013",29,1,4,"SoilDrenchFungicide","Silene antirrhina",2.1,"weed"
"324",2009,"8/17/2009",29,1,4,"SoilDrenchFungicide","Achillea millefolium (lanulosa)",0.7,"weed"
"325",2007,"10/5/2007",29,1,4,"SoilDrenchFungicide","Rumex acetosella",3.8,"weed"
"326",2011,"8/26/2011",29,1,4,"SoilDrenchFungicide","Aristida basiramea",61.1,"weed"
"327",2012,"8/28/2012",29,1,4,"SoilDrenchFungicide","Miscellaneous litter",1.5,"weed"
"328",2009,"8/17/2009",29,1,4,"SoilDrenchFungicide","Eragrostis spectabilis",1,"weed"
"329",2010,"8/23/2010",29,1,4,"SoilDrenchFungicide","Mollugo verticillata",0.4,"weed"
"330",2024,NA,29,1,4,"SoilDrenchFungicide","Miscellaneous litter",0,"weed"
"331",2009,"8/17/2009",29,1,4,"SoilDrenchFungicide","Rumex acetosella",0.6,"weed"
"332",2011,"8/26/2011",29,1,4,"SoilDrenchFungicide","Taraxacum officinale",0.1,"weed"
"333",2012,"8/28/2012",29,1,4,"SoilDrenchFungicide","Rumex acetosella",5,"weed"
"334",2023,NA,29,1,4,"SoilDrenchFungicide","32 species weeds",0,"weed"
"335",2007,"10/5/2007",29,1,4,"SoilDrenchFungicide","Panicum oligosanthes",2.1,"weed"
"336",2013,"8/20/2013",29,1,4,"SoilDrenchFungicide","Crepis tectorum",0.06,"weed"
"337",2013,"8/20/2013",29,1,4,"SoilDrenchFungicide","Agropyron repens",2.6,"weed"
"338",2010,"8/23/2010",29,1,4,"SoilDrenchFungicide","Poa pratensis",0.4,"weed"
"339",2008,"10/28/2008",29,1,4,"SoilDrenchFungicide","Unsorted biomass",140.8,"weed"
"340",2022,NA,29,1,4,"SoilDrenchFungicide","Miscellaneous litter",34.4,"weed"
"341",2017,"8/1/2017",29,1,4,"SoilDrenchFungicide","Lespedeza capitata",25.9,"planted"
"342",2007,"10/5/2007",29,1,4,"SoilDrenchFungicide","Euphorbia glyptosperma",0.1,"weed"
"343",2014,"8/15/2014",29,1,4,"SoilDrenchFungicide","Miscellaneous litter",17.3,"weed"
"344",2014,"8/15/2014",29,1,4,"SoilDrenchFungicide","Aristida basiramea",3.3,"weed"
"345",2015,"8/24/2015",29,1,4,"SoilDrenchFungicide","Poa pratensis",1.41,"weed"
"346",2014,"8/15/2014",29,1,4,"SoilDrenchFungicide","Rumex acetosella",9.5,"weed"
"347",2016,"8/1/2016",29,1,4,"SoilDrenchFungicide","Real weeds",16.77,"weed"
"348",2009,"8/17/2009",29,1,4,"SoilDrenchFungicide","Lespedeza capitata",81.9,"planted"
"349",2009,"8/17/2009",29,1,4,"SoilDrenchFungicide","Cyperus sp.",0.2,"weed"
"350",2011,"8/26/2011",29,1,4,"SoilDrenchFungicide","Schizachyrium scoparium",0.1,"weed"
"351",2010,"8/23/2010",29,1,4,"SoilDrenchFungicide","Cyperus sp.",1.3,"weed"
"352",2018,"8/1/2018",29,1,4,"SoilDrenchFungicide","32 species weeds",0,"weed"
"353",2011,"8/26/2011",29,1,4,"SoilDrenchFungicide","Poa pratensis",3,"weed"
"354",2015,"8/24/2015",29,1,4,"SoilDrenchFungicide","Aristida basiramea",38.1,"weed"
"355",2015,"8/24/2015",29,1,4,"SoilDrenchFungicide","Schizachyrium scoparium",0.18,"weed"
"356",2024,NA,29,1,4,"SoilDrenchFungicide","Real weeds",49.4,"weed"
"357",2009,"8/17/2009",29,1,4,"SoilDrenchFungicide","Crepis tectorum",1.6,"weed"
"358",2017,"8/1/2017",29,1,4,"SoilDrenchFungicide","32 species weeds",24.3,"weed"
"359",2017,"8/1/2017",29,1,4,"SoilDrenchFungicide","Miscellaneous litter",3.5,"weed"
"360",2013,"8/20/2013",29,1,4,"SoilDrenchFungicide","Lespedeza capitata",42.8,"planted"
"361",2011,"8/26/2011",29,1,4,"SoilDrenchFungicide","Rumex acetosella",0.7,"weed"
"362",2011,"8/26/2011",29,1,4,"SoilDrenchFungicide","Achillea millefolium (lanulosa)",4.8,"weed"
"363",2012,"8/28/2012",29,1,4,"SoilDrenchFungicide","Digitaria sp.",3.2,"weed"
"364",2021,NA,29,1,4,"SoilDrenchFungicide","Lespedeza capitata",63.9,"planted"
"365",2007,"10/5/2007",29,1,4,"SoilDrenchFungicide","Cyperus sp.",1.1,"weed"
"366",2013,"8/20/2013",29,1,4,"SoilDrenchFungicide","Lupinus perennis",0.6,"weed"
"367",2007,"10/5/2007",29,1,4,"SoilDrenchFungicide","Schizachyrium scoparium",0.6,"weed"
"368",2009,"8/17/2009",29,1,4,"SoilDrenchFungicide","Poa pratensis",0.4,"weed"
"369",2014,"8/15/2014",29,1,4,"SoilDrenchFungicide","Agrostis scabra",0.5,"weed"
"370",2014,"8/15/2014",29,1,4,"SoilDrenchFungicide","Taraxacum officinale",7.2,"weed"
"371",2021,NA,29,1,4,"SoilDrenchFungicide","Miscellaneous litter",27.5,"weed"
"372",2018,"8/1/2018",29,1,4,"SoilDrenchFungicide","Miscellaneous litter",0.4,"weed"
"373",2012,"8/28/2012",29,1,4,"SoilDrenchFungicide","Bouteloua gracilis",1.4,"weed"
"374",2015,"8/24/2015",29,1,4,"SoilDrenchFungicide","Rumex acetosella",9,"weed"
"375",2012,"8/28/2012",29,1,4,"SoilDrenchFungicide","Lupinus perennis",3.1,"weed"
"376",2015,"8/24/2015",29,1,4,"SoilDrenchFungicide","Lespedeza capitata",12.5,"planted"
"377",2014,"8/15/2014",29,1,4,"SoilDrenchFungicide","Cyperus sp.",1.5,"weed"
"378",2023,NA,29,1,4,"SoilDrenchFungicide","Real weeds",95.9,"weed"
"379",2014,"8/15/2014",29,1,4,"SoilDrenchFungicide","Lespedeza capitata",103.6,"planted"
"380",2007,"10/5/2007",29,1,4,"SoilDrenchFungicide","Aristida basiramea",12.5,"weed"
"381",2007,"10/5/2007",29,1,4,"SoilDrenchFungicide","Crepis tectorum",0.1,"weed"
"382",2011,"8/26/2011",29,1,4,"SoilDrenchFungicide","Lupinus perennis",1.5,"weed"
"383",2012,"8/28/2012",29,1,4,"SoilDrenchFungicide","Lespedeza capitata",3,"planted"
"384",2013,"8/20/2013",29,1,4,"SoilDrenchFungicide","Aristida basiramea",4,"weed"
"385",2015,"8/24/2015",29,1,4,"SoilDrenchFungicide","Agropyron repens",0.13,"weed"
"386",2013,"8/20/2013",29,1,4,"SoilDrenchFungicide","Euphorbia glyptosperma",0.7,"weed"
"387",2010,"8/23/2010",29,1,4,"SoilDrenchFungicide","Cyperus filiculmis",2.7,"weed"
"388",2024,NA,29,1,4,"SoilDrenchFungicide","Lespedeza capitata",35.2,"planted"
"389",2010,"8/23/2010",29,1,4,"SoilDrenchFungicide","Rumex acetosella",17,"weed"
"390",2015,"8/24/2015",29,1,4,"SoilDrenchFungicide","Cyperus sp.",1.82,"weed"
"391",2010,"8/23/2010",29,1,4,"SoilDrenchFungicide","Tradescantia occidentalis",0.8,"weed"
"392",2011,"8/26/2011",29,1,4,"SoilDrenchFungicide","Hedeoma hispida",0.1,"weed"
"393",2013,"8/20/2013",29,1,4,"SoilDrenchFungicide","Cyperus sp.",0.28,"weed"
"394",2016,"8/1/2016",29,1,4,"SoilDrenchFungicide","32 species weeds",0,"weed"
"395",2021,NA,29,1,4,"SoilDrenchFungicide","Real weeds",28.8,"weed"
"396",2013,"8/20/2013",29,1,4,"SoilDrenchFungicide","Taraxacum officinale",0.25,"weed"
"397",2014,"8/15/2014",29,1,4,"SoilDrenchFungicide","Hedeoma hispida",0.04,"weed"
"398",2007,"10/5/2007",29,1,4,"SoilDrenchFungicide","Lespedeza capitata",58.6,"planted"
"399",2012,"8/28/2012",29,1,4,"SoilDrenchFungicide","Bouteloua curtipendula",0.6,"weed"
"400",2013,"8/20/2013",29,1,4,"SoilDrenchFungicide","Miscellaneous litter",1.2,"weed"
"401",2011,"8/26/2011",29,1,4,"SoilDrenchFungicide","Lespedeza capitata",145.7,"planted"
"402",2015,"8/24/2015",29,1,4,"SoilDrenchFungicide","Miscellaneous litter",14.9,"weed"
"403",2011,"8/26/2011",29,1,4,"SoilDrenchFungicide","Cyperus sp.",7.8,"weed"
"404",2012,"8/28/2012",29,1,4,"SoilDrenchFungicide","Aristida basiramea",25.5,"weed"
"405",2018,"8/1/2018",29,1,4,"SoilDrenchFungicide","Lespedeza capitata",0.1,"planted"
"406",2012,"8/28/2012",29,1,4,"SoilDrenchFungicide","Taraxacum officinale",2.8,"weed"
"407",2024,NA,29,1,4,"SoilDrenchFungicide","32 species weeds",0,"weed"
"408",2013,"8/20/2013",29,1,4,"SoilDrenchFungicide","Petalostemum purpureum",0.02,"weed"
"409",2009,"8/17/2009",29,1,4,"SoilDrenchFungicide","Hedeoma hispida",0.05,"weed"
"410",2013,"8/20/2013",29,1,4,"SoilDrenchFungicide","Rumex acetosella",3.3,"weed"
"411",2012,"8/28/2012",29,1,4,"SoilDrenchFungicide","Cyperus sp.",0.2,"weed"
"412",2022,NA,29,1,4,"SoilDrenchFungicide","Lespedeza capitata",136.1,"planted"
"413",2009,"8/17/2009",29,1,4,"SoilDrenchFungicide","Miscellaneous litter",15.8,"weed"
"414",2010,"8/23/2010",29,1,4,"SoilDrenchFungicide","Lespedeza capitata",148.4,"planted"
"415",2016,"8/1/2016",29,1,4,"SoilDrenchFungicide","Lespedeza capitata",15.07,"planted"
"416",2016,"8/1/2016",29,1,4,"SoilDrenchFungicide","Miscellaneous litter",0,"weed"
"417",2016,"8/1/2016",29,1,5,"FoliarFungicide","Real weeds",4.2,"weed"
"418",2022,NA,29,1,5,"FoliarFungicide","Miscellaneous litter",15.85,"weed"
"419",2011,"8/26/2011",29,1,5,"FoliarFungicide","Cyperus sp.",2.8,"weed"
"420",2014,"8/14/2014",29,1,5,"FoliarFungicide","Cyperus sp.",1.2,"weed"
"421",2016,"8/1/2016",29,1,5,"FoliarFungicide","Miscellaneous litter",33.48,"weed"
"422",2015,"8/24/2015",29,1,5,"FoliarFungicide","Cyperus sp.",0.9,"weed"
"423",2015,"8/24/2015",29,1,5,"FoliarFungicide","Aristida basiramea",5.8,"weed"
"424",2008,"10/28/2008",29,1,5,"FoliarFungicide","Unsorted biomass",117.5,"weed"
"425",2016,"8/1/2016",29,1,5,"FoliarFungicide","32 species weeds",0,"weed"
"426",2015,"8/24/2015",29,1,5,"FoliarFungicide","Poa pratensis",6.6,"weed"
"427",2022,NA,29,1,5,"FoliarFungicide","Lespedeza capitata",178.2,"planted"
"428",2017,"8/1/2017",29,1,5,"FoliarFungicide","Lespedeza capitata",47.1,"planted"
"429",2009,"8/17/2009",29,1,5,"FoliarFungicide","Miscellaneous forbs",0.01,"weed"
"430",2015,"8/24/2015",29,1,5,"FoliarFungicide","Andropogon gerardi",0.9,"weed"
"431",2011,"8/26/2011",29,1,5,"FoliarFungicide","Lespedeza capitata",473.7,"planted"
"432",2018,"8/1/2018",29,1,5,"FoliarFungicide","Miscellaneous litter",40.1,"weed"
"433",2016,"8/1/2016",29,1,5,"FoliarFungicide","Lespedeza capitata",22.82,"planted"
"434",2017,"8/1/2017",29,1,5,"FoliarFungicide","32 species weeds",17.3,"weed"
"435",2007,"10/5/2007",29,1,5,"FoliarFungicide","Rumex acetosella",0.8,"weed"
"436",2009,"8/17/2009",29,1,5,"FoliarFungicide","Aristida basiramea",7.7,"weed"
"437",2018,"8/1/2018",29,1,5,"FoliarFungicide","Lespedeza capitata",50,"planted"
"438",2017,"8/1/2017",29,1,5,"FoliarFungicide","Miscellaneous litter",15,"weed"
"439",2011,"8/26/2011",29,1,5,"FoliarFungicide","Euphorbia glyptosperma",0.1,"weed"
"440",2014,"8/14/2014",29,1,5,"FoliarFungicide","Crepis tectorum",3.1,"weed"
"441",2012,"8/28/2012",29,1,5,"FoliarFungicide","Cyperus sp.",0.6,"weed"
"442",2021,NA,29,1,5,"FoliarFungicide","Real weeds",51.8,"weed"
"443",2010,"8/23/2010",29,1,5,"FoliarFungicide","Sporobolus cryptandrus",0.8,"weed"
"444",2011,"8/26/2011",29,1,5,"FoliarFungicide","Erigeron canadensis",0.5,"weed"
"445",2023,NA,29,1,5,"FoliarFungicide","Lespedeza capitata",15.2,"planted"
"446",2011,"8/26/2011",29,1,5,"FoliarFungicide","Aristida basiramea",1.5,"weed"
"447",2010,"8/23/2010",29,1,5,"FoliarFungicide","Rumex acetosella",0.9,"weed"
"448",2014,"8/14/2014",29,1,5,"FoliarFungicide","Lespedeza capitata",74.7,"planted"
"449",2021,NA,29,1,5,"FoliarFungicide","Lespedeza capitata",80.6,"planted"
"450",2012,"8/28/2012",29,1,5,"FoliarFungicide","Rumex acetosella",4.7,"weed"
"451",2011,"8/26/2011",29,1,5,"FoliarFungicide","Lupinus perennis",0.1,"weed"
"452",2014,"8/14/2014",29,1,5,"FoliarFungicide","Achillea millefolium (lanulosa)",0.6,"weed"
"453",2009,"8/17/2009",29,1,5,"FoliarFungicide","Rumex acetosella",1.1,"weed"
"454",2014,"8/14/2014",29,1,5,"FoliarFungicide","Miscellaneous litter",19,"weed"
"455",2007,"10/5/2007",29,1,5,"FoliarFungicide","Agrostis scabra",16.4,"weed"
"456",2011,"8/26/2011",29,1,5,"FoliarFungicide","Poa pratensis",5.9,"weed"
"457",2022,NA,29,1,5,"FoliarFungicide","Real weeds",54.8,"weed"
"458",2011,"8/26/2011",29,1,5,"FoliarFungicide","Bouteloua gracilis",0.8,"weed"
"459",2018,"8/1/2018",29,1,5,"FoliarFungicide","Real weeds",50.2,"weed"
"460",2014,"8/14/2014",29,1,5,"FoliarFungicide","Rumex acetosella",6.1,"weed"
"461",2011,"8/26/2011",29,1,5,"FoliarFungicide","Digitaria sp.",0.1,"weed"
"462",2007,"10/5/2007",29,1,5,"FoliarFungicide","Crepis tectorum",0.8,"weed"
"463",2010,"8/23/2010",29,1,5,"FoliarFungicide","Lupinus perennis",0.1,"weed"
"464",2012,"8/28/2012",29,1,5,"FoliarFungicide","Poa pratensis",8.3,"weed"
"465",2009,"8/17/2009",29,1,5,"FoliarFungicide","Panicum oligosanthes",1.8,"weed"
"466",2014,"8/14/2014",29,1,5,"FoliarFungicide","Aristida basiramea",0.16,"weed"
"467",2009,"8/17/2009",29,1,5,"FoliarFungicide","Taraxacum officinale",0.3,"weed"
"468",2009,"8/17/2009",29,1,5,"FoliarFungicide","Crepis tectorum",0.6,"weed"
"469",2007,"10/5/2007",29,1,5,"FoliarFungicide","Cyperus sp.",0.6,"weed"
"470",2009,"8/17/2009",29,1,5,"FoliarFungicide","Cyperus sp.",0.4,"weed"
"471",2021,NA,29,1,5,"FoliarFungicide","Miscellaneous litter",3.2,"weed"
"472",2024,NA,29,1,5,"FoliarFungicide","Miscellaneous litter",21.8,"weed"
"473",2017,"8/1/2017",29,1,5,"FoliarFungicide","Real weeds",51.1,"weed"
"474",2007,"10/5/2007",29,1,5,"FoliarFungicide","Lespedeza capitata",81.8,"planted"
"475",2024,NA,29,1,5,"FoliarFungicide","Lespedeza capitata",37.9,"planted"
"476",2018,"8/1/2018",29,1,5,"FoliarFungicide","32 species weeds",21.2,"weed"
"477",2011,"8/26/2011",29,1,5,"FoliarFungicide","Rumex acetosella",0.9,"weed"
"478",2010,"8/23/2010",29,1,5,"FoliarFungicide","Cyperus sp.",0.4,"weed"
"479",2007,"10/5/2007",29,1,5,"FoliarFungicide","Ambrosia artemisiifolia elatior",2.3,"weed"
"480",2023,NA,29,1,5,"FoliarFungicide","32 species weeds",0,"weed"
"481",2010,"8/23/2010",29,1,5,"FoliarFungicide","Lespedeza capitata",230.1,"planted"
"482",2009,"8/17/2009",29,1,5,"FoliarFungicide","Lespedeza capitata",72.2,"planted"
"483",2009,"8/17/2009",29,1,5,"FoliarFungicide","Polygonum convolvulus",0.4,"weed"
"484",2007,"10/5/2007",29,1,5,"FoliarFungicide","Poa pratensis",2.7,"weed"
"485",2014,"8/14/2014",29,1,5,"FoliarFungicide","Poa pratensis",0.6,"weed"
"486",2010,"8/23/2010",29,1,5,"FoliarFungicide","Digitaria sp.",1.9,"weed"
"487",2012,"8/28/2012",29,1,5,"FoliarFungicide","Miscellaneous litter",114.5,"weed"
"488",2024,NA,29,1,5,"FoliarFungicide","Real weeds",62.1,"weed"
"489",2015,"8/24/2015",29,1,5,"FoliarFungicide","Miscellaneous litter",23.4,"weed"
"490",2012,"8/28/2012",29,1,5,"FoliarFungicide","Lespedeza capitata",26.8,"planted"
"491",2010,"8/23/2010",29,1,5,"FoliarFungicide","Miscellaneous litter",2.8,"weed"
"492",2007,"10/5/2007",29,1,5,"FoliarFungicide","Bouteloua gracilis",0.7,"weed"
"493",2013,"8/20/2013",29,1,5,"FoliarFungicide","Rumex acetosella",1.5,"weed"
"494",2013,"8/20/2013",29,1,5,"FoliarFungicide","Poa pratensis",13.6,"weed"
"495",2024,NA,29,1,5,"FoliarFungicide","32 species weeds",0,"weed"
"496",2010,"8/23/2010",29,1,5,"FoliarFungicide","Aristida basiramea",3.7,"weed"
"497",2013,"8/20/2013",29,1,5,"FoliarFungicide","Aristida basiramea",2.6,"weed"
"498",2010,"8/23/2010",29,1,5,"FoliarFungicide","Taraxacum officinale",2.7,"weed"
"499",2013,"8/20/2013",29,1,5,"FoliarFungicide","Lupinus perennis",5.2,"weed"
"500",2012,"8/28/2012",29,1,5,"FoliarFungicide","Taraxacum officinale",1.4,"weed"
"501",2009,"8/17/2009",29,1,5,"FoliarFungicide","Poa pratensis",1,"weed"
"502",2013,"8/20/2013",29,1,5,"FoliarFungicide","Taraxacum officinale",0.7,"weed"
"503",2023,NA,29,1,5,"FoliarFungicide","Miscellaneous litter",0,"weed"
"504",2013,"8/20/2013",29,1,5,"FoliarFungicide","Lespedeza capitata",129.4,"planted"
"505",2012,"8/28/2012",29,1,5,"FoliarFungicide","Aristida basiramea",58.6,"weed"
"506",2012,"8/28/2012",29,1,5,"FoliarFungicide","Euphorbia glyptosperma",1.5,"weed"
"507",2015,"8/24/2015",29,1,5,"FoliarFungicide","Bouteloua gracilis",3.2,"weed"
"508",2023,NA,29,1,5,"FoliarFungicide","Real weeds",86,"weed"
"509",2012,"8/28/2012",29,1,5,"FoliarFungicide","Lepidium densiflorum",0.3,"weed"
"510",2015,"8/24/2015",29,1,5,"FoliarFungicide","Lespedeza capitata",187.2,"planted"
"511",2016,"8/1/2016",64,32,6,"FoliarFungicide","Petalostemum purpureum",11.82,"planted"
"512",2007,"10/5/2007",64,32,6,"FoliarFungicide","Petalostemum purpureum",20.5,"planted"
"513",2014,"8/25/2014",64,32,6,"FoliarFungicide","Bouteloua gracilis",0.04,"planted"
"514",2021,NA,64,32,6,"FoliarFungicide","Panicum virgatum",1.3,"planted"
"515",2016,"8/1/2016",64,32,6,"FoliarFungicide","Poa pratensis",6.9,"planted"
"516",2014,"8/25/2014",64,32,6,"FoliarFungicide","Cyperus sp.",0.03,"weed"
"517",2024,NA,64,32,6,"FoliarFungicide","Rudbeckia serotina",0,"planted"
"518",2018,"8/1/2018",64,32,6,"FoliarFungicide","Sporobolus cryptandrus",0,"planted"
"519",2018,"8/1/2018",64,32,6,"FoliarFungicide","32 species weeds",0,"weed"
"520",2018,"8/1/2018",64,32,6,"FoliarFungicide","Lupinus perennis",43.1,"planted"
"521",2014,"8/25/2014",64,32,6,"FoliarFungicide","Achillea millefolium (lanulosa)",16.7,"planted"
"522",2016,"8/1/2016",64,32,6,"FoliarFungicide","Petalostemum candidum",9.07,"planted"
"523",2017,"8/1/2017",64,32,6,"FoliarFungicide","Solidago rigida",0.34,"planted"
"524",2023,NA,64,32,6,"FoliarFungicide","Zizia aurea",0,"planted"
"525",2012,"8/28/2012",64,32,6,"FoliarFungicide","Koeleria cristata",0.9,"planted"
"526",2016,"8/1/2016",64,32,6,"FoliarFungicide","Solidago rigida",0,"planted"
"527",2023,NA,64,32,6,"FoliarFungicide","Sporobolus cryptandrus",0,"planted"
"528",2007,"10/5/2007",64,32,6,"FoliarFungicide","Bouteloua gracilis",14.3,"planted"
"529",2016,"8/1/2016",64,32,6,"FoliarFungicide","Solidago nemoralis",0,"planted"
"530",2014,"8/25/2014",64,32,6,"FoliarFungicide","Poa pratensis",121.5,"planted"
"531",2024,NA,64,32,6,"FoliarFungicide","Miscellaneous litter",0,"weed"
"532",2018,"8/1/2018",64,32,6,"FoliarFungicide","Solidago nemoralis",0,"planted"
"533",2016,"8/1/2016",64,32,6,"FoliarFungicide","Lespedeza capitata",0.37,"planted"
"534",2021,NA,64,32,6,"FoliarFungicide","Bouteloua gracilis",0.4,"planted"
"535",2018,"8/1/2018",64,32,6,"FoliarFungicide","Solidago rigida",0,"planted"
"536",2016,"8/1/2016",64,32,6,"FoliarFungicide","Lupinus perennis",0.27,"planted"
"537",2014,"8/25/2014",64,32,6,"FoliarFungicide","Andropogon gerardi",34.8,"planted"
"538",2018,"8/1/2018",64,32,6,"FoliarFungicide","Achillea millefolium (lanulosa)",0,"planted"
"539",2018,"8/1/2018",64,32,6,"FoliarFungicide","Andropogon gerardi",50.9,"planted"
"540",2007,"10/5/2007",64,32,6,"FoliarFungicide","Andropogon gerardi",81.8,"planted"
"541",2016,"8/1/2016",64,32,6,"FoliarFungicide","Petalostemum villosum",0,"planted"
"542",2016,"8/1/2016",64,32,6,"FoliarFungicide","Quercus macrocarpa",0,"planted"
"543",2024,NA,64,32,6,"FoliarFungicide","Petalostemum villosum",0,"planted"
"544",2016,"8/1/2016",64,32,6,"FoliarFungicide","Real weeds",0.92,"weed"
"545",2018,"8/1/2018",64,32,6,"FoliarFungicide","Miscellaneous litter",17,"weed"
"546",2012,"8/28/2012",64,32,6,"FoliarFungicide","Lupinus perennis",55.8,"planted"
"547",2018,"8/1/2018",64,32,6,"FoliarFungicide","Vicia villosa",0,"planted"
"548",2014,"8/25/2014",64,32,6,"FoliarFungicide","Koeleria cristata",0.03,"planted"
"549",2021,NA,64,32,6,"FoliarFungicide","Andropogon gerardi",71.8,"planted"
"550",2007,"10/5/2007",64,32,6,"FoliarFungicide","Achillea millefolium (lanulosa)",0.7,"planted"
"551",2007,"10/5/2007",64,32,6,"FoliarFungicide","Koeleria cristata",1.2,"planted"
"552",2018,"8/1/2018",64,32,6,"FoliarFungicide","Stipa spartea",0,"planted"
"553",2024,NA,64,32,6,"FoliarFungicide","Schizachyrium scoparium",0,"planted"
"554",2007,"10/5/2007",64,32,6,"FoliarFungicide","Schizachyrium scoparium",70.3,"planted"
"555",2016,"8/1/2016",64,32,6,"FoliarFungicide","Liatris aspera",16.07,"planted"
"556",2007,"10/5/2007",64,32,6,"FoliarFungicide","Solidago nemoralis",0.6,"planted"
"557",2018,"8/1/2018",64,32,6,"FoliarFungicide","Sorghastrum nutans",0.4,"planted"
"558",2015,"8/24/2015",64,32,6,"FoliarFungicide","Liatris aspera",264.3,"planted"
"559",2014,"8/25/2014",64,32,6,"FoliarFungicide","Lespedeza capitata",1.3,"planted"
"560",2018,"8/1/2018",64,32,6,"FoliarFungicide","Amorpha canescens",0,"planted"
"561",2010,"8/23/2010",64,32,6,"FoliarFungicide","Liatris aspera",3.3,"planted"
"562",2007,"10/5/2007",64,32,6,"FoliarFungicide","Lupinus perennis",65.8,"planted"
"563",2007,"10/5/2007",64,32,6,"FoliarFungicide","Lespedeza capitata",9.5,"planted"
"564",2024,NA,64,32,6,"FoliarFungicide","Stipa spartea",0,"planted"
"565",2023,NA,64,32,6,"FoliarFungicide","Real weeds",3.51,"weed"
"566",2016,"8/1/2016",64,32,6,"FoliarFungicide","Schizachyrium scoparium",2.78,"planted"
"567",2007,"10/5/2007",64,32,6,"FoliarFungicide","Solidago rigida",60.2,"planted"
"568",2018,"8/1/2018",64,32,6,"FoliarFungicide","Real weeds",0,"weed"
"569",2016,"8/1/2016",64,32,6,"FoliarFungicide","Miscellaneous litter",2.48,"weed"
"570",2016,"8/1/2016",64,32,6,"FoliarFungicide","Leersia oryzoides",0,"planted"
"571",2021,NA,64,32,6,"FoliarFungicide","Sorghastrum nutans",2.4,"planted"
"572",2024,NA,64,32,6,"FoliarFungicide","Achillea millefolium (lanulosa)",0,"planted"
"573",2018,"8/1/2018",64,32,6,"FoliarFungicide","Petalostemum purpureum",41.8,"planted"
"574",2014,"8/25/2014",64,32,6,"FoliarFungicide","Lupinus perennis",286,"planted"
"575",2015,"8/24/2015",64,32,6,"FoliarFungicide","Bouteloua gracilis",1.1,"planted"
"576",2023,NA,64,32,6,"FoliarFungicide","Bouteloua gracilis",3.26,"planted"
"577",2016,"8/1/2016",64,32,6,"FoliarFungicide","32 species weeds",0,"weed"
"578",2016,"8/1/2016",64,32,6,"FoliarFungicide","Achillea millefolium (lanulosa)",0,"planted"
"579",2018,"8/1/2018",64,32,6,"FoliarFungicide","Rudbeckia serotina",0,"planted"
"580",2024,NA,64,32,6,"FoliarFungicide","Poa pratensis",47.6,"planted"
"581",2007,"10/5/2007",64,32,6,"FoliarFungicide","Sorghastrum nutans",18.5,"planted"
"582",2016,"8/1/2016",64,32,6,"FoliarFungicide","Panicum virgatum",0.17,"planted"
"583",2016,"8/1/2016",64,32,6,"FoliarFungicide","Monarda fistulosa",0,"planted"
"584",2024,NA,64,32,6,"FoliarFungicide","Zizia aurea",0,"planted"
